locale,page,json_file,key,required_value_from_ca7b5327,current_status,used_in_code,code_location,verified_commit
el,/el/premium/,el/home.json,body.purchase.premium.coverAlt,"Best of 2026 - 25 Παζλ Ένωσε τις Τελείες, εξώφυλλο βιβλίου",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:45; generator/Ui-app-DB-json/components/BestOf2026BookAd.tsx:12,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.detailsEyebrow,Σχεδιασμένο για εύκολη εκτύπωση και παιχνίδι,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:66,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.detailsText,"Κατεβάστε το μία φορά, κρατήστε το πρόχειρο και εκτυπώστε τις δραστηριότητες που θέλετε όποτε τις χρειάζεστε.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:68,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.digitalPdf,Ψηφιακό PDF,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:36,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.eyebrow,Εκτυπώσιμη premium συλλογή,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:32,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.guaranteeText,"Μετά την ολοκλήρωση της αγοράς, ο προσωπικός σας σύνδεσμος λήψης εμφανίζεται αμέσως. Χωρίς συνδρομή και χωρίς απρόσμενη ανανέωση.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:76,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.instantAccess,Άμεση πρόσβαση,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:38,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.lede,"Η συλλογή Best of 2026 συγκεντρώνει τις αγαπημένες μας δραστηριότητες «ένωσε τις τελείες» σε ένα εύκολο προς εκτύπωση πακέτο για ήσυχες ώρες, βροχερές μέρες, κατ' οίκον εκπαίδευση και το σχολείο.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:34,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.localNote,"Στο localhost, αυτό ανοίγει μια ασφαλή δοκιμαστική διαδικασία αγοράς και δεν χρεώνει ποτέ κάρτα.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:61,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.metaDescription,"Μια συλλογή έτοιμη για εκτύπωση με τα αγαπημένα παζλ «ένωσε τις τελείες» για παιδιά, σε ένα βολικό PDF.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.metaTitle,Best of 2026 Premium Πακέτο Παζλ Ένωσε τις Τελείες,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.oneTime,εφάπαξ,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:56,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.printAtHome,Εκτύπωση στο σπίτι,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:37,ca7b5327
el,/el/premium/,el/home.json,body.purchase.premium.purchaseAria,Αγοράστε το πακέτο παζλ Best of 2026,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:41,ca7b5327
el,/el/purchase/success/,el/home.json,body.purchase.shared.contactUs,Επικοινωνήστε μαζί μας,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:82,95",ca7b5327
el,/el/purchase/success/; /el/purchase/cancelled/,el/home.json,body.purchase.shared.returnToPack,Επιστροφή στο πακέτο παζλ,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:67; generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:31,ca7b5327
el,/el/purchase/success/,el/home.json,body.purchase.success.eyebrow,Η πληρωμή επιβεβαιώθηκε,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:30,ca7b5327
el,/el/purchase/success/,el/home.json,body.purchase.success.lede,Η πληρωμή σας ήταν επιτυχής. Μπορεί να χρειαστούν λίγα δευτερόλεπτα για να εμφανιστεί η αγορά σας στον λογαριασμό σας.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:32,ca7b5327
el,/el/purchase/success/,el/home.json,body.purchase.success.metaTitle,Ευχαριστούμε για την αγορά σας,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:19,ca7b5327
es,/es/purchase/cancelled/,es/home.json,body.purchase.cancelled.eyebrow,No se realizó ningún cargo,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:28,ca7b5327
es,/es/purchase/cancelled/,es/home.json,body.purchase.cancelled.lede,No se realizó ningún cargo. Puedes intentarlo de nuevo cuando quieras.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:30,ca7b5327
es,/es/purchase/cancelled/,es/home.json,body.purchase.cancelled.metaTitle,Compra cancelada,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:17,ca7b5327
es,/es/premium/,es/home.json,body.purchase.checkout.consent,"Acepto la entrega inmediata de este PDF digital y entiendo que, una vez que comience el acceso, la venta es final y no reembolsable, salvo cuando la ley lo exija o si el archivo no se entrega o está defectuoso.",MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:50,ca7b5327
es,/es/premium/,es/home.json,body.purchase.checkout.error,Algo salió mal al iniciar la compra. Inténtalo de nuevo.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:57,ca7b5327
es,/es/premium/,es/home.json,body.purchase.checkout.opening,Abriendo el proceso de compra...,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:54,ca7b5327
es,/es/premium/,es/home.json,body.purchase.checkout.refundPolicy,Consultar la política de reembolsos,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:50,ca7b5327
es,/es/premium/,es/home.json,body.purchase.checkout.secureNote,Compra segura con tecnología de Stripe. Pago único. Sin suscripción.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:56,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.download.button,Descarga tu pack de puzles,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:66,76",ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.download.demoText,La pantalla real de compra exitosa muestra aquí el botón de descarga del PDF. La demo local no libera el archivo privado.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:65,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.download.demoTitle,La prueba de compra local se superó correctamente.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:64,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.download.expires,Este enlace caduca en 24 horas. Guarda tu descarga en un lugar seguro.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:79,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.download.failed,"Todavía no hemos podido confirmar tu compra. Si se te realizó un cargo, actualiza esta página en un minuto o contáctanos para obtener ayuda.",MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:92,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.download.preparing,Preparando tu descarga...,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:102,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.benefits.classroomUse,Úsalo en casa o en un aula,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.benefits.instantAccess,Acceso instantáneo tras el pago exitoso,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.benefits.kidFriendly,Puzles pensados para niños con distintos niveles de dificultad,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.benefits.onePdf,"Un único PDF, cómodo y listo para imprimir",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.benefits.paperSizes,Compatible con papel US Letter y A4,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.buyButton,Consigue el pack de puzles,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:60,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.coverAlt,Lo Mejor de 2026 - Portada del libro de 25 puzles de unir puntos,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:45; generator/Ui-app-DB-json/components/BestOf2026BookAd.tsx:12,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.detailsEyebrow,Diseñado para imprimir y jugar sin complicaciones,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:66,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.detailsText,"Descárgalo una vez, tenlo siempre a mano e imprime las actividades que quieras cuando las necesites.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:68,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.digitalPdf,PDF digital,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:36,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.eyebrow,Colección premium para imprimir,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:32,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.guaranteeText,"Tras completar la compra, tu enlace de descarga privado aparece de inmediato. Sin suscripción y sin renovaciones sorpresa.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:76,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.instantAccess,Acceso instantáneo,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:38,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.lede,"La colección Lo Mejor de 2026 reúne nuestras actividades de unir puntos favoritas en un pack fácil de imprimir, ideal para momentos tranquilos, días de lluvia, educación en casa y el aula.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:34,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.localNote,"En localhost, esto abre una demostración de compra segura y nunca se realiza ningún cargo a la tarjeta.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:61,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.metaDescription,"Una colección lista para imprimir con los puzles de unir puntos favoritos para niños, reunidos en un cómodo PDF.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.metaTitle,Pack Premium Lo Mejor de 2026 de Puzles Une los Puntos,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.oneTime,pago único,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:56,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.printAtHome,Imprime en casa,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:37,ca7b5327
es,/es/premium/,es/home.json,body.purchase.premium.purchaseAria,Comprar el pack de puzles Lo Mejor de 2026,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:41,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.shared.contactUs,Contáctanos,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:82,95",ca7b5327
es,/es/purchase/success/; /es/purchase/cancelled/,es/home.json,body.purchase.shared.returnToPack,Volver al pack de puzles,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:67; generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:31,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.success.eyebrow,Pago confirmado,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:30,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.success.lede,Tu pago se realizó correctamente. Puede tardar unos segundos en aparecer en tu cuenta.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:32,ca7b5327
es,/es/purchase/success/,es/home.json,body.purchase.success.metaTitle,Gracias por tu compra,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:19,ca7b5327
fa,/fa/purchase/cancelled/,fa/home.json,body.purchase.cancelled.eyebrow,هیچ مبلغی کسر نشد,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:28,ca7b5327
fa,/fa/purchase/cancelled/,fa/home.json,body.purchase.cancelled.lede,هیچ هزینه‌ای کسر نشد. می‌توانید هر زمان که خواستید دوباره تلاش کنید.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:30,ca7b5327
fa,/fa/purchase/cancelled/,fa/home.json,body.purchase.cancelled.metaTitle,پرداخت لغو شد,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:17,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.checkout.consent,موافقم که این فایل PDF دیجیتال بلافاصله تحویل داده شود و می‌دانم که پس از شروع دسترسی، خرید قطعی و غیرقابل بازگشت است، مگر در مواردی که قانون الزام کند یا فایل تحویل داده نشود یا معیوب باشد.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:50,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.checkout.error,مشکلی در شروع فرایند پرداخت پیش آمد. لطفاً دوباره تلاش کنید.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:57,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.checkout.opening,در حال باز کردن صفحه پرداخت...,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:54,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.checkout.refundPolicy,مطالعه سیاست بازگشت وجه,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:50,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.checkout.secureNote,پرداخت امن با پشتیبانی Stripe. پرداخت یک‌باره. بدون اشتراک.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:56,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.download.button,دانلود بسته پازل شما,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:66,76",ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.download.demoText,در صفحه واقعی خرید موفق، دکمه دانلود PDF در همین‌جا نمایش داده می‌شود. نسخه آزمایشی محلی فایل خصوصی را ارائه نمی‌دهد.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:65,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.download.demoTitle,آزمایش محلی پرداخت با موفقیت انجام شد.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:64,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.download.expires,این لینک تا ۲۴ ساعت دیگر منقضی می‌شود. فایل دانلودشده را در جای امنی ذخیره کنید.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:79,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.download.failed,هنوز نتوانستیم خرید شما را تأیید کنیم. اگر مبلغی از حساب شما کسر شده، لطفاً یک دقیقه دیگر صفحه را تازه‌سازی کنید یا برای کمک با ما تماس بگیرید.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:92,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.download.preparing,در حال آماده‌سازی فایل دانلود شما...,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:102,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.benefits.classroomUse,قابل استفاده در خانه یا یک کلاس درس,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.benefits.instantAccess,دسترسی فوری پس از پرداخت موفق,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.benefits.kidFriendly,پازل‌های مناسب کودکان با سطوح مختلف دشواری,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.benefits.onePdf,یک فایل PDF کاربردی و آماده چاپ,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.benefits.paperSizes,سازگار با کاغذ US Letter و A4,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.buyButton,دریافت بسته پازل,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:60,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.coverAlt,بهترین‌های ۲۰۲۶ - جلد کتاب ۲۵ پازل نقطه به نقطه,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:45; generator/Ui-app-DB-json/components/BestOf2026BookAd.tsx:12,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.detailsEyebrow,طراحی‌شده برای چاپ و بازی آسان,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:66,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.detailsText,یک بار دانلود کنید، آن را در دسترس نگه دارید و هر وقت لازم بود، فعالیت‌های دلخواه را چاپ کنید.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:68,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.digitalPdf,فایل PDF دیجیتال,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:36,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.eyebrow,مجموعه پرمیوم قابل چاپ,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:32,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.guaranteeText,پس از تکمیل خرید، لینک دانلود خصوصی شما بلافاصله نمایش داده می‌شود. بدون اشتراک و بدون تمدید غافلگیرکننده.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:76,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.instantAccess,دسترسی فوری,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:38,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.lede,مجموعه بهترین‌های ۲۰۲۶ محبوب‌ترین فعالیت‌های نقطه به نقطه ما را در یک بسته آسان برای چاپ گرد هم آورده است؛ مناسب لحظات آرام، روزهای بارانی، آموزش خانگی و کلاس درس.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:34,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.localNote,روی localhost، این گزینه یک نسخه آزمایشی امن از فرایند پرداخت را باز می‌کند و هرگز هزینه‌ای از کارت کسر نمی‌شود.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:61,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.metaDescription,مجموعه‌ای آماده چاپ از محبوب‌ترین پازل‌های نقطه به نقطه برای کودکان، در قالب یک فایل PDF کاربردی.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.metaTitle,بسته ویژه پرمیوم بهترین‌های ۲۰۲۶ پازل نقطه به نقطه,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.oneTime,پرداخت یک‌باره,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:56,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.printAtHome,چاپ در خانه,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:37,ca7b5327
fa,/fa/premium/,fa/home.json,body.purchase.premium.purchaseAria,خرید بسته پازل بهترین‌های ۲۰۲۶,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:41,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.shared.contactUs,تماس با ما,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:82,95",ca7b5327
fa,/fa/purchase/success/; /fa/purchase/cancelled/,fa/home.json,body.purchase.shared.returnToPack,بازگشت به بسته پازل,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:67; generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:31,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.success.eyebrow,پرداخت تأیید شد,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:30,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.success.lede,پرداخت شما با موفقیت انجام شد. ممکن است چند ثانیه طول بکشد تا خرید شما در حساب کاربری‌تان نمایش داده شود.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:32,ca7b5327
fa,/fa/purchase/success/,fa/home.json,body.purchase.success.metaTitle,از خرید شما سپاسگزاریم,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:19,ca7b5327
fi,/fi/purchase/cancelled/,fi/home.json,body.purchase.cancelled.eyebrow,Maksua ei veloitettu,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:28,ca7b5327
fi,/fi/purchase/cancelled/,fi/home.json,body.purchase.cancelled.lede,Maksua ei veloitettu. Voit yrittää uudelleen milloin tahansa.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:30,ca7b5327
fi,/fi/purchase/cancelled/,fi/home.json,body.purchase.cancelled.metaTitle,Maksu peruutettu,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:17,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.checkout.consent,"Hyväksyn tämän digitaalisen PDF-tiedoston välittömän toimituksen ja ymmärrän, että kun käyttöoikeus alkaa, kauppa on lopullinen eikä sitä voi peruuttaa, paitsi lain niin vaatiessa tai jos tiedostoa ei toimiteta tai se on viallinen.",MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:50,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.checkout.error,Maksun aloittamisessa tapahtui virhe. Yritä uudelleen.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:57,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.checkout.opening,Avataan kassaa...,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:54,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.checkout.refundPolicy,Lue palautuskäytäntö,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:50,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.checkout.secureNote,Turvallinen maksu Stripen tuella. Kertamaksu. Ei tilausta.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:56,ca7b5327
fi,/fi/purchase/success/,fi/home.json,body.purchase.download.button,Lataa tehtäväpakettisi,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:66,76",ca7b5327
fi,/fi/purchase/success/,fi/home.json,body.purchase.download.demoText,Oikealla onnistuneen maksun näytöllä näkyy tässä PDF-latauspainike. Paikallinen demo ei julkaise yksityistä tiedostoa.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:65,ca7b5327
fi,/fi/purchase/success/,fi/home.json,body.purchase.download.demoTitle,Paikallinen maksutesti onnistui.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:64,ca7b5327
fi,/fi/purchase/success/,fi/home.json,body.purchase.download.expires,Tämä linkki vanhenee 24 tunnin kuluttua. Tallenna latauksesi turvalliseen paikkaan.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:79,ca7b5327
fi,/fi/purchase/success/,fi/home.json,body.purchase.download.failed,"Emme voineet vielä vahvistaa ostostasi. Jos sinulta veloitettiin, päivitä tämä sivu hetken kuluttua tai ota meihin yhteyttä.",MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:92,ca7b5327
fi,/fi/purchase/success/,fi/home.json,body.purchase.download.preparing,Valmistellaan latausta...,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:102,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.premium.benefits.classroomUse,Käytettävissä kotona tai yhdessä luokkahuoneessa,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.premium.benefits.instantAccess,Välitön pääsy onnistuneen maksun jälkeen,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.premium.benefits.kidFriendly,Lapsille sopivia tehtäviä eri vaikeustasoilla,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.premium.benefits.onePdf,"Yksi kätevä, tulostusvalmis PDF",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.premium.benefits.paperSizes,Toimii US Letter- ja A4-paperilla,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
fi,/fi/premium/,fi/home.json,body.purchase.premium.buyButton,Hanki tehtäväpaketti,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:60,ca7b5327
